Message,Value
They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,0
"could do, will the fact that its bank holiday make any difference? lemme check my money situation also",0
I`m getting more and more followers... look out Ashton!,0
lonely,-1
It was fun  it`s been NINE months!,1
I thought there was more Fanta in my can than there was,0
excited,1
"Watching Rugrats  anndd Tweeting, of course!",0
glad you`re alright!,1
good luck chan!,1
don`t want to go!!!,-1
its not it just sucks,-1
Guitar lessons tomorrow. ( I have to wake up early again.,0
"Nope, thank God, not on Air...  It`s a REAL application, compiled code...",0
Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.,0
we miss yu,-1
i pulled a muscle in my neck this morning just feels like its getting more sore,-1
Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,0
*hugs,1
"sadly,",-1
I loved it!,1
can you follow me so I can DM you?,0
see ya there,0
going to bed. night,0
need to leave now.. tweet laters,0
is playing restaurant city.,0
& healthy choice,1
love a free night,1
"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!",0
funny,1
Peace.,0
is it seven yet?,0
"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me...",0
"nice song,",1
why weren`t we invited?,0
Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,0
Pretty good.,1
but **** it..,-1
wish,1
@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,0
I never knew,0
i cant spell,-1
Best,1
u a hard time hehe,0
all my worms either escaped or died  bums!,0
ya mine too but for very different reason,0
I can`t wait to see them!,1
"she can rock a guy`s world at night, then make him pancakes the next morning!",1
love,1
"Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",1
just realised it was on the lowest setting,0
love,1
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",-1
Morning there.,0
is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,0
At work  oh no it`s the first day of monthly visitor ahhhhhh,0
Same here. But I am just going to browse SA until I get bored.,0
acing,1
happy,1
o popular,1
screwed to hell by viruses.,-1
i m so hating it,-1
computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.,0
i hate songs and surveys  they always seem to make me cry.,-1
Noiiiiice,1
Scary!,-1
He lost his passport bt,-1
okay...just eat cookies && not share with me lol,0
thanks for the food Jean,1
"Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",1
Sometimes knowledge is not a good thing.,-1
great job with a great character,1
well done.,1
Eating an apple... for once in my life!!! Thought you would like to know,0
just checked my account I also paid twice,0
awww i`m sorry  what kind of fish did you have?,-1
I have a sore tummy,-1
Tired an,-1
who cares its hockey,-1
My chick wont shut up,-1
I Luv Da movie Sa,1
Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,0
haha wats this about?,0
Oh come on!!! You get next week off and I get next week full of exams!,0
sucks.,-1
doesn`t like me,-1
wonderful...,1
oh men!!!!!!......I really can`t see my face........c`mon guys!!!,0
I love you Thomas.,1
Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,0
smelly,-1
so sad,-1
haven`t seen,-1
she had another song out recently but it didn`t get that much play,0
perez....... The YouTube video isn`t working,0
no food in the cupboards... sent mum to Tesco,0
i wanna play  golf,0
damned,-1
Theres a fricken prisnor trans outside r hotel!  3/10 so far,0
I must say that I find it very much agreeable,1
like,1
I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,0
Yuuum,1
Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,0
LoL....heeeyyy love! Not much working   and you,0
New picture  bored.,-1
Hilarious,0
awwww,1
_marie hey girl i`m sorry about your loss. best wishes,0
Good luck 2 u and the babies,1
I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),0
sore,-1
"Alright, I`m coming  get another spoon ;)",0
e she will not last long,-1
Nice,1
s so weird being under drugs i dont like it ..,-1
"Sadly, it was just a dream",-1
I hate the long drive there...,-1
Don`t make shows like this,-1
"pfft, cydia apps ftw, code on the phone, make, reload springboard",0
cause they are liers,-1
faults,-1
not one decent place,-1
The beer buzz is almost gone.. The world has become complicated again,-1
the end is nigh,-1
you sure love that sushi.,1
"sounds very good,",1
is amazing-j,1
o stupid,-1
At least ONE of you could be happy with a glass of wine,1
I`m so excited!,1
"fail,",-1
a GREA,1
bad,-1
hate,-1
Prom`s over. At denny`s now  with katie and kelly<3,0
ouch,-1
I wish I had something to do..,-1
depressing!,-1
My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67ha,0
die.,-1
"We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!",0
can we please?,1
? <---- I`m going to post this EVERYWHERE now.,0
.  Sorr,-1
I really really love you mitchel! You`re AWESOME,1
yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.,0
lost his job,-1
six more finals to go,0
nah im pooped from moving 2day im just laying down relaxing  lol,0
"Well, I`ll have lemon and ranch for you. Not for me, though.",0
phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit  that ain`t fair .,0
lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!,0
_Rosie  it was my name until yesterday,0
Soooooo true. I don`t dare ask for something like that!,0
useless,-1
ahhh yay!,1
Just bad day.,-1
o LOVE,1
"Hope the book is going well. Cheers for adding me,",1
"if there is a tesco nearby, then go there",0
he so is! <3,1
not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,0
My uncle isn`t coming after all,0
I feel great.,1
I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!,0
"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do",0
comfy,1
Enjoy your weekend!,1
Happy,1
i get migranes,-1
"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....",0
I`m more upset,-1
"Many thanks, mate",1
toughest,-1
So sorry,-1
ugh,-1
OH NO....do you think he`s lived out his lifespan?,0
training again today.,0
don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall,0
i`m totally gonna have money to actually buy a pair of shoes this time,0
I know right...,0
fun,1
"please nick, say happy birthday to me. my birthday was yesterday!",0
best.,1
the inspiration,1
"..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.",-1
i don`t have any of that,0
It`s  s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a `hi` from the twittersphere would do some good,0
Nice,1
cancelled..,-1
"_davis Are you headed to a conference?  Oh and if you`re doing the book buying ban, you can always borrow, right?",0
good,1
perfect,1
Pretty sure you are hero status... You rock my socks,1
funny,1
chucking,-1
i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour,0
TIRED!,-1
"My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!",0
is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow,0
sick,-1
nottt nice,-1
I thought I was going to see a pic of your clean car,0
sucks,-1
None of their phone #`s work.,-1
thanks,1
m greedy.,0
miss,-1
glad,1
so sweet,1
I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.,0
Is Charleston bound for the day,0
"SOO **** COOL,",1
Tomorrow is house shopping...,0
i just found a crack in my baking bowl...milk spilled everywhere,-1
Just realized it is friday and b/c of a party I don`t get to go racing.,0
ARNOLD couldn`t save the parks,-1
"I like sunshine, but I do NOT like heat headaches  shame,",0
i cut my hand open!!!,-1
This economy thing is getting us down. I stay 1 mostly but sometimes it really gets to me. Hoping Todd gets work soon.,0
Go for it!!,0
WTF??,-1
"midnight cry.. wish the person I wanted, wanted me right now",0
you wish,0
"Haha,I just may do that,yo!",0
Why is it so dark outside?,0
glad,1
so meann,-1
stupid,-1
!! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS!,0
i like love iCarly it rocks.,1
getting really excited for junior senior,1
like,1
miss WA,-1
legit. Legit cruise.,0
funny!,1
forgot,-1
oh ok cool will get back to you on that,0
i quite like God Save Our King too,1
I hope,1
yall partyin with out me,-1
The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,0
cool,1
Huh. I`ll have to try that (for no other reason then just to try it,0
creep.,-1
Bye.,0
****,-1
Did 15 mins on expresso #cycling (3 miles) and beat my last time by 40 seconds.  Then lower body weights.  Now ready for work!,0
That would be SOOOOOO much and Geeky to the ultimate LEVEL!,1
BEST,1
Good,1
it was fun  off too,1
isn`t so bad wh,1
voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,0
i started having anxiety,-1
I should be paying my bills and not playing on here.,0
Awesome,1
hard!,-1
there`s nothing wrong with having a quiet day... it gives you more time to listen,1
We can`t wait to see you!,1
history project,0
Ok peeps...I`m not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!,0
stinkin` adorable!,1
found `s Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i`ll buy a copy of the cd. i`m saving up,0
I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!,-1
dread,-1
"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call",0
is getting ready for another makeup baseball game.  Played the same team last night & got run ruled.,0
drama is no fun without you.,-1
thanks,1
miss,-1
wowzers! thanks! bang bang misses you on the dance floor,0
hate him lots.,-1
"wow,",1
Bye bye edinburgh  i don`t want to leave,-1
Good,1
Happy,1
have a good day,1
Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he`s better soon,0
HAPPY,1
Craziier are off of msn!,0
Good Night,1
hope,1
"_wi_no_name nope!  the printer in the library didn`t work, ill have to pass it in monday",0
please,1
I hate being sick.,-1
I fee your pain,-1
'The truth is hiding in your eyes'    Paramore Ã¯Â¿Â½ Decode,0
What a nice young guy at dunkin donuts let me go first,1
i wish i was there too,1
who can do it like we? Noboddddyyyy,0
http://www.mmemarko.schilderweb.nl/ for my homepage,0
Awake. Suprisingly. Couldn`t get to sleep last night so gave up and pulled an all-nighter.  How are you?,0
Sad,-1
I would be playing my old rogue but a friend took the account and could not get it back,0
Lol,1
Thanks for making me laugh,1
playing the game of watching straight people hook up but can`t leave because of another reason,0
